,label,text,original_length,text_untokenized
3278,0,"['solve', 'd', 'case', 'a', 'man', 'was', 'found', 'murdered', 'on', 'decimal', 'afternoon', 'his', 'wife', 'called', 'police', 'police', 'questioned', 'everyone', 'wife', 'sir', 'i', 'was', 'sleeping', 'when', 'the', 'murder', 'took', 'place', 'cook', 'i', 'was', 'cooking', 'gardener', 'i', 'was', 'picking', 'vegetables', 'house', 'maid', 'i', 'went', 'd', 'post', 'office', 'children', 'we', 'went', 'play', 'neighbour', 'we', 'went', 'a', 'marriage', 'police', 'arrested', 'd', 'murderer', 'immediately', 'who', 's', 'it', 'reply', 'with', 'reason', 'if', 'u', 'r', 'brilliant']",444,solve d case a man was found murdered on decimal afternoon his wife called police police questioned everyone wife sir i was sleeping when the murder took place cook i was cooking gardener i was picking vegetables house maid i went d post office children we went play neighbour we went a marriage police arrested d murderer immediately who s it reply with reason if u r brilliant
3279,0,"['badrith', 'is', 'only', 'for', 'chennai', 'i', 'will', 'surely', 'pick', 'for', 'us', 'no', 'competition', 'for', 'him']",79,badrith is only for chennai i will surely pick for us no competition for him
3280,0,"['i', 'tot', 'it', 's', 'my', 'group', 'mate', 'lucky', 'i', 'havent', 'reply', 'wat', 'time', 'do', 'need', 'to', 'leave']",84,i tot it s my group mate lucky i havent reply wat time do need to leave
3281,0,"['hey', 'you', 'around', 'i', 've', 'got', 'enough', 'for', 'a', 'half', 'the', 'ten', 'i', 'owe', 'you']",62,hey you around i ve got enough for a half the ten i owe you
3282,0,"['hey', 'tmr', 'maybe', 'can', 'meet', 'you', 'at', 'yck']",33,hey tmr maybe can meet you at yck
3283,0,"['alrite', 'sam', 'its', 'nic', 'just', 'checkin', 'that', 'this', 'is', 'ur', 'number', 'so', 'is', 'it', 't', 'b']",68,alrite sam its nic just checkin that this is ur number so is it t b
3284,0,"['they', 'are', 'just', 'making', 'it', 'easy', 'to', 'pay', 'back', 'i', 'have', 'yrs', 'to', 'say', 'but', 'i', 'can', 'pay', 'back', 'earlier', 'you', 'get']",107,they are just making it easy to pay back i have yrs to say but i can pay back earlier you get
3285,0,"['not', 'to', 'worry', 'i', 'm', 'sure', 'you', 'll', 'get', 'it']",37,not to worry i m sure you ll get it
3286,0,"['the', 'gas', 'station', 'is', 'like', 'a', 'block', 'away', 'from', 'my', 'house', 'you', 'll', 'drive', 'right', 'by', 'it', 'since', 'armenia', 'ends', 'at', 'swann', 'and', 'you', 'have', 'to', 'take', 'howard']",132,the gas station is like a block away from my house you ll drive right by it since armenia ends at swann and you have to take howard
3287,1,"['someone', 'u', 'know', 'has', 'asked', 'our', 'dating', 'service', 'contact', 'you', 'cant', 'guess', 'who', 'call', 'now', 'all', 'will', 'be', 'revealed', 'pobox', 'ls', 'hb', 'p']",139,someone u know has asked our dating service contact you cant guess who call now all will be revealed pobox ls hb p
3288,1,"['camera', 'you', 'are', 'awarded', 'a', 'sipix', 'digital', 'camera', 'call', 'fromm', 'landline', 'delivery', 'within', 'days']",105,camera you are awarded a sipix digital camera call fromm landline delivery within days
3289,0,"['my', 'tuition', 'is', 'at', 'hm', 'we', 'go', 'for', 'the', 'to', 'one', 'do', 'you', 'mind']",69,my tuition is at hm we go for the to one do you mind
3290,0,"['i', 'm', 'not', 'smoking', 'while', 'people', 'use', 'wylie', 'smokes', 'too', 'much', 'to', 'justify', 'ruining', 'my', 'shit']",85,i m not smoking while people use wylie smokes too much to justify ruining my shit
3291,0,"['dear', 'good', 'morning', 'how', 'you', 'feeling', 'dear']",38,dear good morning how you feeling dear
3292,0,"['a', 'little', 'meds', 'say', 'take', 'once', 'every', 'hours', 'it', 's', 'only', 'been', 'but', 'pain', 'is', 'back', 'so', 'i', 'took', 'another', 'hope', 'i', 'don', 't', 'die']",114,a little meds say take once every hours it s only been but pain is back so i took another hope i don t die
3293,0,"['beautiful', 'tomorrow', 'never', 'comes', 'when', 'it', 'comes', 'it', 's', 'already', 'today', 'in', 'the', 'hunt', 'of', 'beautiful', 'tomorrow', 'don', 't', 'waste', 'your', 'wonderful', 'today', 'goodmorning']",151,beautiful tomorrow never comes when it comes it s already today in the hunt of beautiful tomorrow don t waste your wonderful today goodmorning
3294,0,"['dunno', 'lei', 'all', 'decide', 'lor', 'how', 'abt', 'leona', 'oops', 'i', 'tot', 'ben', 'is', 'going', 'n', 'i', 'msg', 'him']",80,dunno lei all decide lor how abt leona oops i tot ben is going n i msg him
3295,0,"['hi', 'there', 'we', 'have', 'now', 'moved', 'in', 'our', 'pub', 'would', 'be', 'great', 'c', 'u', 'if', 'u', 'cud', 'come', 'up']",80,hi there we have now moved in our pub would be great c u if u cud come up
3296,1,"['todays', 'voda', 'numbers', 'ending', 'are', 'selected', 'to', 'receive', 'a', 'award', 'if', 'you', 'hava', 'a', 'match', 'please', 'call', 'quoting', 'claim', 'code', 'standard', 'rates', 'app']",157,todays voda numbers ending are selected to receive a award if you hava a match please call quoting claim code standard rates app
3297,1,"['this', 'message', 'is', 'free', 'welcome', 'to', 'the', 'new', 'improved', 'sex', 'dogging', 'club', 'to', 'unsubscribe', 'from', 'this', 'service', 'reply', 'stop', 'msgs', 'p', 'only']",134,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgs p only
3298,0,"['honeybee', 'said', 'i', 'm', 'd', 'sweetest', 'in', 'd', 'world', 'god', 'laughed', 'amp', 'said', 'wait', 'u', 'havnt', 'met', 'd', 'person', 'reading', 'this', 'msg', 'moral', 'even', 'god', 'can', 'crack', 'jokes', 'gm', 'gn', 'ge', 'gn']",158,honeybee said i m d sweetest in d world god laughed amp said wait u havnt met d person reading this msg moral even god can crack jokes gm gn ge gn
3299,0,"['just', 'do', 'what', 'ever', 'is', 'easier', 'for', 'you']",35,just do what ever is easier for you
3300,1,"['rct', 'thnq', 'adrian', 'for', 'u', 'text', 'rgds', 'vatian']",40,rct thnq adrian for u text rgds vatian
3301,0,"['stop', 'calling', 'everyone', 'saying', 'i', 'might', 'have', 'cancer', 'my', 'throat', 'hurts', 'to', 'talk', 'i', 'can', 't', 'be', 'answering', 'everyones', 'calls', 'if', 'i', 'get', 'one', 'more', 'call', 'i', 'm', 'not', 'babysitting', 'on', 'monday']",165,stop calling everyone saying i might have cancer my throat hurts to talk i can t be answering everyones calls if i get one more call i m not babysitting on monday
3302,0,"['it', 'll', 'be', 'tough', 'but', 'i', 'll', 'do', 'what', 'i', 'have', 'to']",42,it ll be tough but i ll do what i have to
3303,0,"['im', 'gonnamissu', 'so', 'much', 'i', 'would', 'say', 'il', 'send', 'u', 'a', 'postcard', 'buttheres', 'aboutas', 'much', 'chance', 'of', 'merememberin', 'asthere', 'is', 'ofsi', 'not', 'breakin', 'his', 'contract', 'luv', 'yaxx']",153,im gonnamissu so much i would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract luv yaxx
3304,0,"['ee', 'msg', 'na', 'poortiyagi', 'odalebeku', 'hanumanji', 'name', 'hanuman', 'bajarangabali', 'maruti', 'pavanaputra', 'sankatmochan', 'ramaduth', 'mahaveer', 'ee', 'name', 'janarige', 'ivatte', 'kalisidare', 'next', 'saturday', 'olage', 'ondu', 'good', 'news', 'keluviri', 'maretare', 'inde', 'dodda', 'problum', 'nalli', 'siguviri', 'idu', 'matra', 'true', 'don', 't', 'neglet']",320,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra true don t neglet
3305,0,"['hi', 'darlin', 'i', 'finish', 'at', 'do', 'u', 'pick', 'me', 'up', 'or', 'meet', 'me', 'text', 'back', 'on', 'this', 'number', 'luv', 'kate', 'xxx']",93,hi darlin i finish at do u pick me up or meet me text back on this number luv kate xxx
3306,0,"['set', 'a', 'place', 'for', 'me', 'in', 'your', 'heart', 'and', 'not', 'in', 'your', 'mind', 'as', 'the', 'mind', 'easily', 'forgets', 'but', 'the', 'heart', 'will', 'always', 'remember', 'wish', 'you', 'happy', 'valentines', 'day']",148,set a place for me in your heart and not in your mind as the mind easily forgets but the heart will always remember wish you happy valentines day
3307,0,"['but', 'i', 'm', 'surprised', 'she', 'still', 'can', 'guess', 'right', 'lor']",50,but i m surprised she still can guess right lor
3308,0,"['okie', 'wan', 'meet', 'at', 'bishan', 'cos', 'me', 'at', 'bishan', 'now', 'i', 'm', 'not', 'driving', 'today']",72,okie wan meet at bishan cos me at bishan now i m not driving today
3309,0,"['oh', 'ho', 'is', 'this', 'the', 'first', 'time', 'u', 'use', 'these', 'type', 'of', 'words']",55,oh ho is this the first time u use these type of words
3310,0,"['hi', 'darlin', 'how', 'was', 'work', 'did', 'u', 'get', 'into', 'trouble', 'ijust', 'talked', 'to', 'your', 'mum', 'all', 'morning', 'i', 'had', 'a', 'really', 'good', 'time', 'last', 'night', 'im', 'goin', 'out', 'soon', 'but', 'call', 'me', 'if', 'u', 'can']",158,hi darlin how was work did u get into trouble ijust talked to your mum all morning i had a really good time last night im goin out soon but call me if u can
3311,0,"['i', 'know', 'you', 'are', 'serving', 'i', 'mean', 'what', 'are', 'you', 'doing', 'now']",54,i know you are serving i mean what are you doing now
3312,0,"['huh', 'hyde', 'park', 'not', 'in', 'mel', 'ah', 'opps', 'got', 'confused', 'anyway', 'if', 'tt', 's', 'e', 'best', 'choice', 'den', 'we', 'juz', 'have', 'to', 'take', 'it']",113,huh hyde park not in mel ah opps got confused anyway if tt s e best choice den we juz have to take it
3313,0,"['oh', 'gei', 'that', 'happend', 'to', 'me', 'in', 'tron', 'maybe', 'ill', 'dl', 'it', 'in', 'd', 'when', 'its', 'out']",70,oh gei that happend to me in tron maybe ill dl it in d when its out
3314,1,"['free', 'message', 'activate', 'your', 'free', 'text', 'messages', 'by', 'replying', 'to', 'this', 'message', 'with', 'the', 'word', 'free', 'for', 'terms', 'conditions', 'visit', 'www', 'com']",146,free message activate your free text messages by replying to this message with the word free for terms conditions visit www com
3315,0,"['i', 'know', 'girls', 'always', 'safe', 'and', 'selfish', 'know', 'i', 'got', 'it', 'pa', 'thank', 'you', 'good', 'night']",77,i know girls always safe and selfish know i got it pa thank you good night
3316,0,"['no', 'worries', 'hope', 'photo', 'shoot', 'went', 'well', 'have', 'a', 'spiffing', 'fun', 'at', 'workage']",72,no worries hope photo shoot went well have a spiffing fun at workage
3317,0,"['i', 'm', 'freezing', 'and', 'craving', 'ice', 'fml']",33,i m freezing and craving ice fml
3318,0,"['kay', 'since', 'we', 'are', 'out', 'already']",32,kay since we are out already
3319,0,"['eh', 'sorry', 'leh', 'i', 'din', 'c', 'ur', 'msg', 'not', 'sad', 'already', 'lar', 'me', 'watching', 'tv', 'now', 'u', 'still', 'in', 'office']",91,eh sorry leh i din c ur msg not sad already lar me watching tv now u still in office
3320,0,"['yo', 'im', 'right', 'by', 'yo', 'work']",22,yo im right by yo work
3321,0,"['ok', 'darlin', 'i', 'supose', 'it', 'was', 'ok', 'i', 'just', 'worry', 'too', 'much', 'i', 'have', 'to', 'do', 'some', 'film', 'stuff', 'my', 'mate', 'and', 'then', 'have', 'to', 'babysit', 'again', 'but', 'you', 'can', 'call', 'me', 'there', 'xx']",148,ok darlin i supose it was ok i just worry too much i have to do some film stuff my mate and then have to babysit again but you can call me there xx
3322,0,"['she', 'said', 'do', 'u', 'mind', 'if', 'i', 'go', 'into', 'the', 'bedroom', 'for', 'a', 'minute', 'ok', 'i', 'sed', 'in', 'a', 'sexy', 'mood', 'she', 'came', 'out', 'minuts', 'latr', 'wid', 'a', 'cake', 'n', 'my', 'wife']",145,she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out minuts latr wid a cake n my wife
3323,0,"['i', 'don', 'wake', 'since', 'i', 'checked', 'that', 'stuff', 'and', 'saw', 'that', 'its', 'true', 'no', 'available', 'spaces', 'pls', 'call', 'the', 'embassy', 'or', 'send', 'a', 'mail', 'to', 'them']",126,i don wake since i checked that stuff and saw that its true no available spaces pls call the embassy or send a mail to them
3324,0,"['nope', 'juz', 'off', 'from', 'work']",28,nope juz off from work
3325,0,"['huh', 'so', 'fast', 'dat', 'means', 'u', 'havent', 'finished', 'painting']",52,huh so fast dat means u havent finished painting
3326,0,"['what', 'number', 'do', 'u', 'live', 'at', 'is', 'it']",36,what number do u live at is it
3327,0,"['no', 'we', 'put', 'party', 'days', 'a', 'week', 'and', 'study', 'lightly', 'i', 'think', 'we', 'need', 'to', 'draw', 'in', 'some', 'custom', 'checkboxes', 'so', 'they', 'know', 'we', 're', 'hardcore']",126,no we put party days a week and study lightly i think we need to draw in some custom checkboxes so they know we re hardcore
3328,0,"['sac', 'will', 'score', 'big', 'hundred', 'he', 'is', 'set', 'batsman']",47,sac will score big hundred he is set batsman
3329,0,"['send', 'me', 'yetty', 's', 'number', 'pls']",27,send me yetty s number pls
3330,0,"['how', 'much', 'it', 'will', 'cost', 'approx', 'per', 'month']",41,how much it will cost approx per month
3331,0,"['ok', 'the', 'theory', 'test', 'when', 'are', 'going', 'to', 'book', 'i', 'think', 'it', 's', 'on', 'may', 'coz', 'thought', 'wanna', 'go', 'out', 'with', 'jiayin', 'but', 'she', 'isnt', 'free']",129,ok the theory test when are going to book i think it s on may coz thought wanna go out with jiayin but she isnt free
3332,1,"['you', 'are', 'being', 'contacted', 'by', 'our', 'dating', 'service', 'by', 'someone', 'you', 'know', 'to', 'find', 'out', 'who', 'it', 'is', 'call', 'from', 'a', 'land', 'line', 'pobox', 'w', 'tg', 'p']",140,you are being contacted by our dating service by someone you know to find out who it is call from a land line pobox w tg p
3333,0,"['that', 's', 'fine', 'have', 'him', 'give', 'me', 'a', 'call', 'if', 'he', 'knows', 'what', 'he', 'wants', 'or', 'has', 'any', 'questions']",83,that s fine have him give me a call if he knows what he wants or has any questions
3334,0,"['sorry', 'got', 'a', 'late', 'start', 'we', 're', 'on', 'the', 'way']",41,sorry got a late start we re on the way
3335,0,"['then', 'u', 'go', 'back', 'urself', 'lor']",28,then u go back urself lor
3336,0,"['i', 'am', 'at', 'the', 'gas', 'station', 'go', 'there']",34,i am at the gas station go there
3337,0,"['k', 'if', 'u', 'bored', 'up', 'just', 'come', 'to', 'my', 'home']",39,k if u bored up just come to my home
3338,0,"['babe', 'i', 'love', 'you', 'covers', 'your', 'face', 'in', 'kisses']",54,babe i love you covers your face in kisses
3339,0,"['like', 'i', 'made', 'him', 'throw', 'up', 'when', 'we', 'were', 'smoking', 'in', 'our', 'friend', 's', 'car', 'one', 'time', 'it', 'was', 'awesome']",90,like i made him throw up when we were smoking in our friend s car one time it was awesome
3340,0,"['still', 'i', 'have', 'not', 'checked', 'it', 'da']",35,still i have not checked it da
3341,0,"['you', 'will', 'go', 'to', 'walmart', 'i', 'll', 'stay']",34,you will go to walmart i ll stay
3342,0,"['i', 'haven', 't', 'forgotten', 'you', 'i', 'might', 'have', 'a', 'couple', 'bucks', 'to', 'send', 'you', 'tomorrow', 'k', 'i', 'love', 'ya', 'too']",91,i haven t forgotten you i might have a couple bucks to send you tomorrow k i love ya too
3343,0,"['oh', 'great', 'i', 'll', 'disturb', 'him', 'more', 'so', 'that', 'we', 'can', 'talk']",52,oh great i ll disturb him more so that we can talk
3344,0,"['reverse', 'is', 'cheating', 'that', 'is', 'not', 'mathematics']",45,reverse is cheating that is not mathematics
3345,0,"['u', 're', 'welcome', 'caught', 'u', 'using', 'broken', 'english', 'again']",54,u re welcome caught u using broken english again
3346,0,"['no', 'problem', 'baby', 'is', 'this', 'is', 'a', 'good', 'time', 'to', 'talk', 'i', 'called', 'and', 'left', 'a', 'message']",77,no problem baby is this is a good time to talk i called and left a message
3347,0,"['sorry', 'i', 'll', 'call', 'later']",22,sorry i ll call later
3348,0,"['oh', 'is', 'it', 'which', 'brand']",22,oh is it which brand
3349,0,"['sorry', 'i', 'cant', 'take', 'your', 'call', 'right', 'now', 'it', 'so', 'happens', 'that', 'there', 'r', 'waxsto', 'do', 'wat', 'you', 'want', 'she', 'can', 'come', 'and', 'ill', 'get', 'her', 'medical', 'insurance', 'and', 'she', 'll', 'be', 'able', 'to', 'deliver', 'and', 'have', 'basic', 'care', 'i', 'm', 'currently', 'shopping', 'for', 'the', 'right', 'medical', 'insurance', 'for', 'her', 'so', 'just', 'give', 'me', 'til', 'friday', 'morning', 'thats', 'when', 'i', 'll', 'see', 'the', 'major', 'person', 'that', 'can', 'guide', 'me', 'to', 'the', 'right', 'insurance']",368,sorry i cant take your call right now it so happens that there r waxsto do wat you want she can come and ill get her medical insurance and she ll be able to deliver and have basic care i m currently shopping for the right medical insurance for her so just give me til friday morning thats when i ll see the major person that can guide me to the right insurance
3350,0,"['at', 'what', 'time', 'are', 'you', 'coming']",28,at what time are you coming
3351,0,"['call', 'him', 'and', 'say', 'you', 'not', 'coming', 'today', 'ok', 'and', 'tell', 'them', 'not', 'to', 'fool', 'me', 'like', 'this', 'ok']",82,call him and say you not coming today ok and tell them not to fool me like this ok
3352,0,"['i', 'emailed', 'yifeng', 'my', 'part', 'oredi', 'can', 'get', 'it', 'fr', 'him']",55,i emailed yifeng my part oredi can get it fr him
