label0,label,cluster,texts,x1,x2,doc,original_text
ham,0,9,"Text(9.332502, 5.989074, 'sorry left phone upstairs ok might be hectic but would be all my birds with one fell swoop it s a date')",9.332502,5.989074,sorry left phone upstairs ok might be hectic but would be all my birds with one fell swoop it s a date,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
ham,0,9,"Text(-5.084829, 34.93638, 'thought i didn t see you')",-5.084829,34.93638,thought i didn t see you,* Thought I didn't see you.
spam,1,7,"Text(-2.567818, -37.69979, 'wamma get laid want real doggin locations sent direct to your mobile join the uks largest dogging network txt dogs to now nyt ec a lp msg')",-2.567818,-37.69979,wamma get laid want real doggin locations sent direct to your mobile join the uks largest dogging network txt dogs to now nyt ec a lp msg,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.
ham,0,3,"Text(34.1283, -5.012569, 'carlos says we can pick up from him later so yeah we re set')",34.1283,-5.012569,carlos says we can pick up from him later so yeah we re set,Carlos says we can pick up from him later so yeah we're set
ham,0,6,"Text(4.8232455, -12.405107, 'hey babe my friend had to cancel still up for a visit')",4.8232455,-12.405107,hey babe my friend had to cancel still up for a visit,"Hey babe, my friend had to cancel, still up for a visit ?"
ham,0,7,"Text(-8.281912, -30.444378, 'as per your request maangalyam alaipayuthe has been set as your callertune for all callers press to copy your friends callertune')",-8.281912,-30.444378,as per your request maangalyam alaipayuthe has been set as your callertune for all callers press to copy your friends callertune,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,0,0,"Text(-26.209936, 10.393951, 'hmm ill have to think about it ok you re forgiven d')",-26.209936,10.393951,hmm ill have to think about it ok you re forgiven d,Hmm ill have to think about it... ok you're forgiven! =D
ham,0,8,"Text(1.998234, -10.247533, 'we are hoping to get away by from langport you still up for town tonight')",1.998234,-10.247533,we are hoping to get away by from langport you still up for town tonight,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
ham,0,6,"Text(-18.54439, -1.6646894, 'want to send me a virtual hug i need one')",-18.54439,-1.6646894,want to send me a virtual hug i need one,Want to send me a virtual hug?... I need one
ham,0,9,"Text(10.749861, 11.654731, 'probably not still going over some stuff here')",10.749861,11.654731,probably not still going over some stuff here,"Probably not, still going over some stuff here"
ham,0,4,"Text(-20.207056, -15.983681, 'it has issues right now ill fix for her by tomorrow')",-20.207056,-15.983681,it has issues right now ill fix for her by tomorrow,It has issues right now. Ill fix for her by tomorrow.
ham,0,9,"Text(-3.3133168, 32.73208, 'why i come in between you people')",-3.3133168,32.73208,why i come in between you people,Why i come in between you people
ham,0,5,"Text(54.73233, -15.835875, 'senthil group company apnt pm')",54.73233,-15.835875,senthil group company apnt pm,Senthil group company Apnt 5pm.
ham,0,0,"Text(-27.41812, 9.831741, 'oh really did you make it on air what s your talent')",-27.41812,9.831741,oh really did you make it on air what s your talent,Oh really?? Did you make it on air? What's your talent?
ham,0,6,"Text(0.25934318, -3.5176752, 'studying but i ll be free next weekend')",0.25934318,-3.5176752,studying but i ll be free next weekend,Studying. But i.ll be free next weekend.
ham,0,0,"Text(-43.139725, 11.135008, 'r u here yet i m wearing blue shirt n black pants')",-43.139725,11.135008,r u here yet i m wearing blue shirt n black pants,R u here yet? I'm wearing blue shirt n black pants.
ham,0,0,"Text(-33.461784, 13.170332, 'wait i will come out min')",-33.461784,13.170332,wait i will come out min,Wait.i will come out.. &lt;#&gt;  min:)
ham,0,8,"Text(20.6947, 6.0469217, 'i will reach ur home in minutes')",20.6947,6.0469217,i will reach ur home in minutes,I will reach ur home in  &lt;#&gt;  minutes
ham,0,6,"Text(2.2517552, 8.774336, 'well then you have a great weekend')",2.2517552,8.774336,well then you have a great weekend,Well then you have a great weekend!
ham,0,9,"Text(1.8946309, 25.816471, 'what are you doing in langport sorry but i ll probably be in bed by pm it sucks being ill at xmas when do you and go sri lanka')",1.8946309,25.816471,what are you doing in langport sorry but i ll probably be in bed by pm it sucks being ill at xmas when do you and go sri lanka,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? "
ham,0,8,"Text(18.538284, -3.6569316, 'frnd s not juz a word not merely a relationship its a silent promise which says i will be with you wherevr whenevr forevr gudnyt dear')",18.538284,-3.6569316,frnd s not juz a word not merely a relationship its a silent promise which says i will be with you wherevr whenevr forevr gudnyt dear,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."""
ham,0,9,"Text(-6.584971, 8.19838, 'huh also cannot then only how many mistakes')",-6.584971,8.19838,huh also cannot then only how many mistakes,Huh? 6 also cannot? Then only how many mistakes?
ham,0,2,"Text(40.789352, -6.5712743, 'ha u jus ate honey ar so sweet')",40.789352,-6.5712743,ha u jus ate honey ar so sweet,Ha... U jus ate honey ar? So sweet...
ham,0,9,"Text(-1.8688928, 16.994179, 'i m turning off my phone my moms telling everyone i have cancer and my sister won t stop calling it hurts to talk can t put up with it see u when u get home love u')",-1.8688928,16.994179,i m turning off my phone my moms telling everyone i have cancer and my sister won t stop calling it hurts to talk can t put up with it see u when u get home love u,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
ham,0,9,"Text(17.824696, 12.62408, 'honey sweetheart darling sexy buns sugar plum loverboy i miss you boytoy smacks your ass did you go to the gym too')",17.824696,12.62408,honey sweetheart darling sexy buns sugar plum loverboy i miss you boytoy smacks your ass did you go to the gym too,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
ham,0,9,"Text(21.549274, 12.591658, 'thanks for loving me so you rock')",21.549274,12.591658,thanks for loving me so you rock,Thanks for loving me so. You rock
ham,0,3,"Text(35.667427, -5.2308908, 'yeah imma come over cause jay wants to do some drugs')",35.667427,-5.2308908,yeah imma come over cause jay wants to do some drugs,Yeah imma come over cause jay wants to do some drugs
ham,0,6,"Text(-9.820676, 6.729432, 'ok thanx take care then')",-9.820676,6.729432,ok thanx take care then,Ok thanx... Take care then...
ham,0,8,"Text(24.380741, 3.8019094, 'yup thk of u oso boring wat')",24.380741,3.8019094,yup thk of u oso boring wat,Yup. Thk of u oso boring wat.
ham,0,8,"Text(6.7753477, 0.49134523, 'came to look at the flat seems ok in his s is away alot wiv work got woman coming at too')",6.7753477,0.49134523,came to look at the flat seems ok in his s is away alot wiv work got woman coming at too," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
ham,0,4,"Text(-31.783758, 5.946911, 'moji just informed me that you saved our lives thanks')",-31.783758,5.946911,moji just informed me that you saved our lives thanks,Moji just informed me that you saved our lives. Thanks.
spam,1,6,"Text(-4.6024866, -22.782833, 'you have won a nokia i this is what you get when you win our free auction to take part send nokia to now hg suite lands row w jhl')",-4.6024866,-22.782833,you have won a nokia i this is what you get when you win our free auction to take part send nokia to now hg suite lands row w jhl,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,0,8,"Text(14.798068, -5.8452196, 'whos this am in class')",14.798068,-5.8452196,whos this am in class,Whos this am in class:-)
ham,0,3,"Text(28.719193, 7.0139427, 'hey r still online i ve finished the formatting')",28.719193,7.0139427,hey r still online i ve finished the formatting,Hey r Ì_ still online? I've finished the formatting...
ham,0,4,"Text(-30.151104, 6.5501432, 'great so what attracts you to the brothas')",-30.151104,6.5501432,great so what attracts you to the brothas,Great! So what attracts you to the brothas?
spam,1,1,"Text(11.757782, -35.39932, 'promotion number ur awarded a city break and could win a summer shopping spree every wk txt store to skilgme tscs winawk age perwksub')",11.757782,-35.39932,promotion number ur awarded a city break and could win a summer shopping spree every wk txt store to skilgme tscs winawk age perwksub,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub
ham,0,0,"Text(-37.126526, 21.253119, 'stupid its not possible')",-37.126526,21.253119,stupid its not possible,Stupid.its not possible
ham,0,6,"Text(-16.939747, -18.694818, 'i cant pick the phone right now pls send a message')",-16.939747,-18.694818,i cant pick the phone right now pls send a message,I cant pick the phone right now. Pls send a message
ham,0,0,"Text(-14.87398, 23.45129, 'lol what happens in vegas stays in vegas')",-14.87398,23.45129,lol what happens in vegas stays in vegas,LOL what happens in Vegas stays in vegas
ham,0,6,"Text(-16.332848, 4.5701776, 'hello hello hi lou sorry it took so long reply i left mobile at friends in lancaster just got it bak neway im sorry i couldn t make ur b day hun')",-16.332848,4.5701776,hello hello hi lou sorry it took so long reply i left mobile at friends in lancaster just got it bak neway im sorry i couldn t make ur b day hun,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!"
ham,0,9,"Text(19.411053, 20.412457, 'when did i use soc i use it only at home dunno how type it in word ar')",19.411053,20.412457,when did i use soc i use it only at home dunno how type it in word ar,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...
ham,0,2,"Text(46.40963, -10.838347, 'dad says hurry the hell up')",46.40963,-10.838347,dad says hurry the hell up,Dad says hurry the hell up
ham,0,9,"Text(11.142971, 12.766263, 'wake me up at am morning')",11.142971,12.766263,wake me up at am morning,Wake me up at  &lt;#&gt;  am morning:)
ham,0,9,"Text(-6.772005, 26.06664, 'i get out of class in bsn in like minutes you know where advising is')",-6.772005,26.06664,i get out of class in bsn in like minutes you know where advising is,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
ham,0,3,"Text(30.848177, 11.213157, 'great i shoot big loads so get ready')",30.848177,11.213157,great i shoot big loads so get ready,Great! I shoot big loads so get ready!
ham,0,0,"Text(-31.69545, 30.392254, 'i ll meet you in the lobby')",-31.69545,30.392254,i ll meet you in the lobby,I'll meet you in the lobby
